(93, 94, 527),
(93, 61, 570),
(93, 76, 364),
(94, 93, 296),
(94, 95, 142),
(94, 131, 288),
(95, 94, 102),
(95, 96, 166),
(95, 35, 516),
(95, 308, 318),
(95, 410, 576),
(96, 95, 573),
(96, 97, 262),
(96, 175, 567),
(97, 96, 549),
(97, 105, 579),
(98, 99, 257),
(99, 98, 195),
(99, 100, 372),
(100, 99, 186),
(100, 101, 328),
(101, 100, 567),
(101, 102, 279),
(101, 292, 556),
(102, 101, 296),
(102, 103, 173),
(103, 102, 539),
(103, 104, 494),
(104, 103, 187),
(104, 105, 106),
(104, 247, 264),
(104, 335, 380),
(105, 104, 182),
(105, 106, 371),
(105, 97, 593),
(106, 105, 416),
(106, 107, 565),
(107, 106, 504),
(107, 108, 471),
(107, 204, 422),
(108, 107, 429),
(108, 109, 210),
(108, 134, 468),
(109, 108, 101),
(109, 110, 375),
(109, 39, 456),
(109, 152, 367),
(110, 109, 128),
(110, 111, 254),
(110, 91, 231),
(111, 110, 238),
(111, 112, 100),
(112, 111, 223),
(112, 113, 419),
(112, 278, 296),
(113, 112, 379),
(113, 114, 487),
(114, 113, 569),
(114, 115, 596),
(115, 114, 556),
(115, 116, 119),
(116, 115, 582),
(116, 117, 507),
(116, 233, 302),
(117, 116, 221),
(117, 118, 220),
(118, 117, 404),
(118, 119, 577),
(119, 118, 481),
(119, 120, 111),
(120, 119, 222),
(120, 121, 273),
(121, 120, 360),
(121, 249, 337),
(122, 123, 279),
(123, 122, 573),
(123, 124, 184),
(124, 123, 478),
(124, 125, 255),
(124, 328, 446),
(125, 124, 388),
(125, 126, 452),
(126, 125, 285),
(126, 127, 469),
(126, 329, 513),
(127, 126, 313),
(127, 128, 336),
(127, 285, 279),
(128, 127, 249),
(128, 129, 111),
(128, 221, 453),
(128, 283, 322),
(129, 128, 502),
(129, 130, 358),
(129, 309, 399),
(130, 129, 157),
(130, 131, 420),
(131, 130, 551),
(131, 132, 438),
(131, 94, 504),
(132, 131, 272),
(132, 133, 187),
(132, 37, 230),
(132, 177, 331),
(133, 132, 327),
(133, 134, 177),
(133, 9, 287),
(134, 133, 234),
(134, 135, 105),
(134, 108, 530),
(135, 134, 491),
(135, 136, 518),
(135, 88, 418),
(136, 135, 218),
(136, 137, 379),
(137, 136, 361),
(137, 138, 118),
(137, 272, 127),
(138, 137, 267),
(138, 139, 132),
(138, 241, 305),
(138, 341, 544),
(139, 138, 268),
(139, 140, 443),
(140, 139, 515),
(140, 141, 181),
(141, 140, 396),
(141, 142, 243),
(141, 378, 535),
(142, 141, 302),
(142, 143, 226),
(142, 260, 272),
(142, 379, 540),
(143, 142, 103),
(143, 144, 479),
(144, 143, 491),
(145, 146, 155),
(145, 400, 594),
(146, 145, 477),
(146, 147, 124),
(146, 401, 359),
(147, 146, 348),
(147, 148, 593),
(147, 403, 278),
(148, 147, 373),
(148, 149, 594),
(148, 268, 168),
(149, 148, 156),
(149, 150, 230),
(149, 243, 309),
(149, 373, 335),
(150, 149, 247),
(150, 151, 244),
(151, 150, 593),
(151, 152, 310),
(151, 88, 469),
(152, 151, 458),
(152, 39, 303),
(152, 109, 480),
(153, 154, 102),
(153, 77, 414),
(153, 223, 110),
(154, 153, 497),
(154, 155, 507),
(154, 60, 240),
(155, 154, 359),
(155, 156, 138),
(155, 414, 519),
(156, 155, 123),
(156, 157, 310),
(157, 156, 378),
(157, 158, 563),
(158, 157, 132),
(158, 159, 118),
(158, 230, 426),
(159, 158, 486),
(159, 160, 232),
(160, 159, 116),
(160, 161, 448),
(161, 160, 310),
(161, 162, 503),
(162, 161, 278),
(162, 163, 303),
(163, 162, 533),
(163, 164, 228),
(163, 431, 504),
(164, 163, 360),
(164, 165, 392),
(165, 164, 475),
(165, 166, 155),
(166, 165, 331),
(167, 168, 460),
(168, 167, 239),
(168, 169, 129),
(169, 168, 112),
(169, 170, 217),
(170, 169, 431),
(170, 171, 548),
(170, 291, 257),
(171, 170, 282),
(171, 172, 235),
(171, 198, 511),
(171, 369, 531),
(172, 171, 257),
(172, 173, 359),
(172, 306, 222),
(173, 172, 433),
(173, 174, 227),
(173, 333, 218),
(174, 173, 169),
(174, 175, 160),
(174, 218, 246),
(174, 248, 372),
(174, 307, 447),
(174, 409, 217),
(175, 174, 271),
(175, 176, 326),
(175, 96, 208),
(176, 175, 241),
(176, 177, 319),
(176, 203, 399),
(177, 176, 161),
(177, 178, 119),
(177, 37, 292),
(177, 132, 386),
(178, 177, 480),
(178, 179, 126),
(178, 11, 245),
(178, 63, 156),
(179, 178, 440),
(179, 180, 596),
(180, 179, 581),
(180, 181, 113),
(180, 90, 572),
(181, 180, 576),
(181, 182, 541),
(182, 181, 140),
(182, 183, 104),
(182, 276, 490),
(183, 182, 537),
(183, 184, 235),
(184, 183, 500),
(184, 185, 516),
(185, 184, 371),
(185, 186, 491),
(185, 235, 371),
(186, 185, 286),
(186, 187, 527),
(187, 186, 470),
(187, 188, 112),
(188, 187, 466),
(188, 189, 272),
(189, 188, 226),
(189, 190, 159),
(190, 189, 422),
(190, 191, 509),
(191, 190, 417),
(191, 251, 316),
(192, 193, 468),
(193, 192, 346),
(193, 194, 449),
(193, 302, 195),
(194, 193, 570),
(194, 195, 130),
(195, 194, 520),
(195, 196, 408),
(196, 195, 471),
(196, 197, 228),
(197, 196, 270),
(197, 198, 263),
(197, 290, 388),
(197, 305, 154),
(198, 197, 407),
(198, 199, 348),
(198, 171, 241),
(198, 369, 216),
(199, 198, 303),
(199, 200, 522),
(200, 199, 402),
(200, 201, 183),
(201, 200, 537),
(201, 202, 511),
(201, 248, 521),
(201, 334, 107),
(201, 408, 216),
(202, 201, 464),
(202, 203, 270),
(203, 202, 269),
(203, 204, 194),
(203, 176, 526),
(204, 203, 253),
(204, 205, 393),
(204, 8, 459),
(204, 107, 197),
(205, 204, 328),
(205, 206, 142),
(205, 65, 501),
(205, 87, 455),
(205, 337, 330),
(205, 406, 104),
(206, 205, 402),
(206, 207, 372),
(207, 206, 437),
(207, 208, 393),
(208, 207, 264),
(208, 209, 202),
(208, 273, 447),
(209, 208, 202),
(209, 210, 231),
(210, 209, 188),
(210, 211, 272),
(210, 240, 592),
(210, 342, 559),
(211, 210, 131),
(211, 212, 264),
(212, 211, 564),
(212, 213, 112),
(213, 212, 542),
(213, 214, 313),
(214, 213, 419),
(214, 215, 113),
(215, 214, 547),
(215, 216, 212),
(216, 215, 204),
(216, 217, 213),
(217, 216, 518),
(217, 49, 452),
(218, 219, 553),
(218, 174, 155),
(218, 248, 269),
(218, 307, 388),
(218, 409, 531),
(219, 218, 333),
(219, 220, 520),
(219, 34, 202),
(220, 219, 147),
(220, 221, 539),
(221, 220, 186),
(221, 222, 127),
(221, 128, 533),
(221, 283, 496),
(222, 221, 497),
(222, 223, 180),
(222, 282, 359),
(222, 310, 553),
(223, 222, 290),
(223, 224, 457),
(223, 77, 437),
(223, 153, 493),
(224, 223, 320),
(224, 225, 115),
(225, 224, 554),
(225, 226, 473),
(226, 225, 317),
(226, 227, 259),
(227, 226, 497),
(227, 228, 486),
(227, 58, 503),
(227, 85, 278),
(227, 313, 368),
(228, 227, 532),
(228, 229, 254),
(229, 228, 595),
(229, 230, 186),
(229, 416, 414),
(230, 229, 577),
(230, 231, 351),
(230, 158, 510),
(231, 230, 593),
(231, 232, 569),
(231, 18, 282),
(232, 231, 209),
(232, 233, 556),
(233, 232, 564),
(233, 234, 379),
(233, 116, 252),
(234, 233, 479),
(234, 235, 189),
(235, 234, 414),
(235, 236, 375),
(235, 185, 241),
(236, 235, 113),
(236, 237, 573),
(237, 236, 207),
(237, 238, 465),
(237, 44, 342),
(238, 237, 165),
(238, 239, 468),
(239, 238, 310),
(239, 240, 483),
(240, 239, 350),
(240, 241, 123),
(240, 210, 149),
(240, 342, 512),
(241, 240, 325),
(241, 242, 417),
(241, 138, 585),
(241, 341, 191),
(242, 241, 143),
(242, 243, 533),
(242, 256, 472),
(242, 270, 392),
(242, 404, 161),
(243, 242, 171),
(243, 244, 176),
(243, 149, 268),
(243, 373, 598),
(244, 243, 228),
(244, 245, 324),
(245, 244, 328),
(245, 246, 283),
(245, 67, 299),
(245, 371, 144),
(246, 245, 180),
(246, 247, 457),
(246, 4, 162),
(247, 246, 279),
(247, 248, 392),
(247, 104, 375),
(247, 335, 491),
(248, 247, 106),
(248, 174, 109),
(248, 201, 494),
(248, 218, 486),
(248, 307, 139),
(248, 334, 325),
(248, 408, 224),
(248, 409, 233),
(249, 250, 538),
(249, 121, 404),
(250, 249, 531),
(250, 251, 592),
(251, 250, 575),
(251, 252, 234),
(251, 191, 136),
(252, 251, 565),
(252, 253, 118),
(253, 252, 149),
(253, 254, 182),
(254, 253, 595),
(254, 255, 308),
(255, 254, 543),
(256, 257, 445),
(256, 242, 455),
(256, 270, 118),
(256, 404, 405),
(257, 256, 586),
(257, 258, 391),
(258, 257, 352),
(258, 259, 322),
(259, 258, 439),
(259, 260, 455),
(260, 259, 433),
(260, 261, 315),
(260, 142, 514),
(260, 379, 476),
(261, 260, 517),
(261, 262, 250),
(262, 261, 168),
(262, 263, 409),
(263, 262, 499),
(264, 265, 393),
(264, 1, 392),
(265, 264, 396),
(265, 266, 463),
(265, 2, 590),
(266, 265, 200),
(266, 267, 131),
(266, 69, 459),
(267, 266, 433),
(267, 268, 354),
(268, 267, 291),
(268, 269, 218),
(268, 148, 173),
(269, 268, 546),
(269, 270, 582),
(269, 374, 555),
(270, 269, 102),
(270, 271, 111),
(270, 242, 119),
(270, 256, 224),
(270, 404, 519),
(271, 270, 572),
(271, 272, 210),
(271, 340, 370),
(272, 271, 405),
(272, 273, 522),
(272, 137, 300),
(273, 272, 581),
(273, 274, 353),
(273, 208, 358),
(274, 273, 223),
(274, 275, 144),
(274, 41, 339),
(275, 274, 387),
(275, 276, 107),
(276, 275, 281),
(276, 277, 381),
(276, 182, 584),
(277, 276, 223),
(277, 278, 532),
(278, 277, 178),
(278, 279, 102),
(278, 112, 289),
(279, 278, 362),
(279, 280, 348),
(279, 15, 145),
(280, 279, 212),
(280, 281, 295),
(280, 80, 443),
(280, 412, 444),
(281, 280, 509),
(281, 282, 531),
(281, 411, 474),
(282, 281, 335),
(282, 283, 147),
(282, 222, 521),
(282, 310, 263),
(283, 282, 385),
(283, 284, 332),
(283, 128, 423),
(283, 221, 557),
(284, 283, 534),
(284, 285, 316),
(285, 284, 127),
(285, 286, 422),
(285, 127, 436),
(286, 285, 594),
(286, 287, 309),
(286, 31, 588),
(286, 330, 508),
(287, 286, 449),
(287, 288, 494),
(287, 31, 552),
(288, 287, 188),
(288, 289, 134),
(289, 288, 157),
(289, 290, 402),
(289, 368, 498),
(290, 289, 591),
(290, 291, 225),
(290, 197, 516),
(290, 305, 293),
(291, 290, 478),
(291, 292, 118),
(291, 170, 471),
(292, 291, 448),
(292, 293, 405),
(292, 101, 144),
(293, 292, 189),
(293, 294, 298),
(294, 293, 201),
(295, 296, 583),
(296, 295, 119),
(296, 297, 315),
(297, 296, 176),
(297, 298, 249),
(298, 297, 434),
(298, 299, 328),
(299, 298, 305),
(299, 300, 140),
(300, 299, 509),
(300, 301, 551),
(301, 300, 435),
(301, 302, 515),
(302, 301, 230),
(302, 303, 292),
(302, 193, 595),
(303, 302, 333),
(303, 304, 417),
(304, 303, 455),
(304, 305, 228),
(305, 304, 503),
(305, 306, 506),
(305, 197, 337),
(305, 290, 133),
(306, 305, 278),
(306, 307, 417),
(306, 172, 223),
(307, 306, 198),
(307, 308, 402),
(307, 174, 363),
(307, 218, 487),
(307, 248, 512),
(307, 409, 314),
(308, 307, 236),
(308, 309, 165),
(308, 35, 249),
(308, 95, 237),
(308, 410, 524),
(309, 308, 453),
(309, 310, 272),
(309, 129, 483),
(310, 309, 143),
(310, 311, 148),
(310, 222, 217),
(310, 282, 101),
(311, 310, 418),
(311, 312, 268),
(311, 81, 447),
(312, 311, 265),
(312, 313, 383),
(312, 59, 490),
(313, 312, 563),
(313, 314, 405),
(313, 58, 494),
(313, 85, 513),
(313, 227, 333),
(314, 313, 114),
(314, 315, 281),
(315, 314, 123),
(315, 316, 264),
(316, 315, 250),
(316, 317, 430),
(317, 316, 534),
(317, 318, 188),
(318, 317, 478),
(318, 319, 266),
(319, 318, 483),
(320, 321, 173),
(321, 320, 158),
(321, 322, 568),
(322, 321, 155),
(322, 323, 230),
(323, 322, 584),
(323, 324, 198),
(324, 323, 209),
(324, 325, 261),
(325, 324, 528),
(325, 326, 501),
(326, 325, 534),
(326, 327, 383),
(326, 53, 431),
(327, 326, 492),
(327, 328, 355),
(328, 327, 272),
(328, 329, 298),
(328, 124, 396),
(329, 328, 440),
(329, 330, 382),
(329, 126, 531),
(330, 329, 168),
(330, 331, 444),
(330, 286, 453),
(331, 330, 432),
(331, 332, 210),
(332, 331, 322),
(332, 333, 446),
(333, 332, 568),
(333, 334, 584),
(333, 173, 317),
(334, 333, 138),
(334, 335, 456),
(334, 201, 157),
(334, 248, 211),
(334, 408, 376),
(335, 334, 282),
(335, 336, 225),
(335, 104, 369),
(335, 247, 598),
(336, 335, 416),
(336, 337, 320),
(336, 6, 586),
(336, 86, 539),
(336, 407, 498),
(337, 336, 548),
(337, 338, 357),
(337, 65, 181),
(337, 87, 240),
(337, 205, 510),
(337, 406, 461),
(338, 337, 336),
(338, 339, 345),
(339, 338, 515),
(339, 340, 126),
(340, 339, 421),
(340, 341, 113),
(340, 271, 536),
(341, 340, 114),
(341, 342, 383),
(341, 138, 348),
(341, 241, 560),
(342, 341, 208),
(342, 343, 372),
(342, 210, 107),
(342, 240, 218),
(343, 342, 446),
(343, 344, 238),
(344, 343, 183),
(344, 345, 375),
(345, 344, 359),
(345, 346, 593),
(346, 345, 415),
(346, 347, 565),
(347, 346, 129),
(347, 348, 153),
(348, 347, 524),
(348, 349, 509),
(348, 46, 259),
(349, 348, 320),
(349, 350, 199),
(350, 349, 202),
(350, 351, 309),
(351, 350, 444),
(351, 352, 527),
(352, 351, 408),
(352, 353, 190),
(353, 352, 466),
(353, 354, 135),
(354, 353, 216),
(354, 355, 252),
(355, 354, 199),
(355, 356, 129),
(356, 355, 156),
(357, 358, 151),
(358, 357, 247),
(358, 359, 410),
(359, 358, 257),
(359, 360, 452),
(360, 359, 176),
(360, 361, 463),
(361, 360, 284),
(361, 362, 501),
(362, 361, 338),
(362, 363, 527),
(363, 362, 307),
(363, 364, 346),
(364, 363, 349),
(364, 365, 295),
(365, 364, 151),
(365, 366, 313),
(365, 27, 592),
(366, 365, 408),
(366, 367, 208),
(367, 366, 404),
(367, 368, 210),
(368, 367, 563),
(368, 369, 534),
(368, 289, 290),
(369, 368, 476),
(369, 370, 394),
(369, 171, 118),
(369, 198, 481),
(370, 369, 543),
(370, 371, 161),
(371, 370, 161),
(371, 372, 188),
(371, 67, 520),
(371, 245, 396),
(372, 371, 224),
(372, 373, 453),
(373, 372, 511),
(373, 374, 290),
(373, 149, 580),
(373, 243, 330),
(374, 373, 165),
(374, 375, 545),
(374, 269, 140),
(375, 374, 281),
(375, 376, 542),
(376, 375, 279),
(376, 377, 360),
(377, 376, 404),
(377, 378, 569),
(378, 377, 331),
(378, 379, 566),
(378, 141, 268),
(379, 378, 584),
(379, 380, 444),
(379, 142, 246),
(379, 260, 403),
(380, 379, 513),
(380, 381, 346),
(381, 380, 381),
(381, 382, 398),
(382, 381, 478),
(382, 383, 153),
(383, 382, 533),
(383, 384, 123),
(384, 383, 188),
(384, 385, 365),
(385, 384, 507),
(385, 386, 283),
(386, 385, 273),
(386, 387, 383),
(387, 386, 516),
(387, 388, 341),
(388, 387, 287),
(388, 389, 119),
(389, 388, 459),
(389, 390, 355),
(390, 389, 469),
(390, 391, 212),
(391, 390, 540),
(391, 392, 339),
(392, 391, 419),
(392, 393, 264),
(393, 392, 170),
(393, 394, 572),
(394, 393, 270),
(395, 396, 283),
(396, 395, 263),
(396, 397, 136),
(397, 396, 510),
(397, 398, 135),
(398, 397, 255),
(398, 399, 528),
(399, 398, 579),
(399, 400, 418),
(400, 399, 386),
(400, 401, 362),
(400, 145, 474),
(401, 400, 541),
(401, 402, 550),
(401, 146, 490),
(402, 401, 575),
(402, 403, 180),
(403, 402, 230),
(403, 404, 362),
(403, 147, 569),
(404, 403, 452),
(404, 405, 356),
(404, 242, 497),
(404, 256, 346),
(404, 270, 302),
(405, 404, 161),
(405, 406, 240),
(406, 405, 450),
(406, 407, 561),
(406, 65, 450),
(406, 87, 301),
(406, 205, 167),
(406, 337, 545),
(407, 406, 487),
(407, 408, 161),
(407, 336, 106),
(408, 407, 349),
(408, 409, 556),
(408, 201, 525),
(408, 248, 151),
(408, 334, 143),
(409, 408, 585),
(409, 410, 376),
(409, 174, 439),
(409, 218, 367),
(409, 248, 596),
(409, 307, 571),
(410, 409, 119),
(410, 411, 144),
(410, 35, 127),
(410, 95, 547),
(410, 308, 412),
(411, 410, 111),
(411, 412, 147),
(411, 78, 414),
(411, 281, 153),
(412, 411, 565),
(412, 413, 417),
(412, 80, 577),
(412, 280, 283),
(413, 412, 477),
(413, 414, 178),
(414, 413, 551),
(414, 415, 432),
(414, 155, 422),
(415, 414, 452),
(415, 416, 271),
(416, 415, 597),
(416, 417, 399),
(416, 229, 261),
(417, 416, 492),
(417, 418, 571),
(418, 417, 287),
(418, 419, 476),
(419, 418, 297),
(419, 420, 214),
(420, 419, 406),
(420, 421, 555),
(421, 420, 323),
(421, 422, 314),
(422, 421, 188),
(422, 423, 388),
(423, 422, 502),
(423, 424, 274),
(424, 423, 475),
(424, 425, 517),
(425, 424, 471),
(425, 426, 534),
(426, 425, 281),
(426, 427, 519),
(427, 426, 319),
(427, 428, 148),
(428, 427, 146),
(428, 429, 398),
(429, 428, 442),
(430, 431, 167),
(431, 430, 314),
(431, 163, 394),
abc
